"Department","Department Name","Division","Gender","Base Salary","2024 Overtime Pay","2024 Longevity Pay","Grade"
"DGS","Department of General Services","DGS 36 Central Duplicating","M","$101,349.1","$15,032.73","$0","N20"
"LIB","Department of Public Libraries","LIB 71 Detention Center Library","F","$56,355.51","$0","$0","21"
"LIB","Department of Public Libraries","LIB 71 Kensington Park Library","F","$38,493.11","$0","$0","13"
"ABS","Alcohol Beverage Services","ABS 85 Westwood","M","$32,093.02","$71.9","$0","12"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$76,986","$0","$0","13"
"ABS","Alcohol Beverage Services","ABS 85 Beer Warehouse Operations","F","$71,846.55","$18,594.17","$0","N18"
"LIB","Department of Public Libraries","LIB 71 Olney Library","F","$37,303.33","$0","$0","13"
"REC","Department of Recreation","REC 72 Facilities Division","F","$73,306.23","$211.47","$0","18"
"COR","Correction and Rehabilitation","COR 42 DS Health Services","M","$95,458","$15,813.35","$0","18"
"DOT","Department of Transportation","DOT 50 Transit Central Communication","F","$95,458","$6,547.35","$0","18"
"DPS","Department of Permitting Services","DPS 75 Zoning and Site Plan Compliance","F","$108,899","$0","$0","21"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$63,767.83","$0","$0","16"
"DOT","Department of Transportation","DOT 50 Highway Administration","M","$118,325.81","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$108,899","$14,886.93","$0","N21"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$67,893","$2,098.45","$0","10"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$80,350.22","$437.15","$0","18"
"ABS","Alcohol Beverage Services","ABS 85 Kingsview","F","$59,043.2","$976.17","$0","12"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$83,837","$8,068.77","$0","15"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$100,215","$0","$0","F3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$72,006.85","$141.98","$0","16"
"FRS","Fire and Rescue Services","FRS 45 Station 3","M","$110,232","$10,936.71","$0","F4"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$90,927.37","$2,326.1","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$90,927.54","$105,803.37","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$94,253","$11,425.2","$0","T1"
"ABS","Alcohol Beverage Services","ABS 85 Burtonsville","F","$54,443.78","$294.01","$0","12"
"ABS","Alcohol Beverage Services","ABS 85 Muddy Branch","M","$72,905.95","$74.82","$0","14"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$46,511.09","$0","T1"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$83,328.91","$22,496.32","$0","N17"
"ABS","Alcohol Beverage Services","ABS 85 King Farm","M","$76,523.48","$942.82","$0","14"
"ABS","Alcohol Beverage Services","ABS 85 Wholesale Operations","M","$108,899","$1,085.96","$0","21"
"CCL","County Council","CCL 01 Council Members and Staff","F","$176,047.47","$0","$0","LB3"
"LIB","Department of Public Libraries","LIB 71 White Oak Library","F","$97,737.38","$0","$0","21"
"LIB","Department of Public Libraries","LIB 71 Davis Library","M","$38,493.11","$0","$0","13"
"FRS","Fire and Rescue Services","FRS 45 Station 25","M","$96,059","$10,917.46","$0","F4"
"DOT","Department of Transportation","DOT 50 Highway Administration","M","$113,837","$9,302.69","$0","22"
"ABS","Alcohol Beverage Services","ABS 85 Leisure World","F","$59,043.2","$866.54","$0","12"
"REC","Department of Recreation","REC 72 Facilities Division","F","$83,044.27","$0","$0","18"
"REC","Department of Recreation","REC 72 Aquatic Team Management","M","$87,047.17","$0","$0","21"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$90,927.54","$5,072.05","$0","T1"
"FRS","Fire and Rescue Services","FRS 45 Station 33","M","$95,441","$9,237.85","$0","F2"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$92,036.29","$14,523.12","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","M","$109,023.86","$5,783.25","$0","22"
"ABS","Alcohol Beverage Services","ABS 85 Seneca Meadows","M","$32,605.84","$0","$0","12"
"CEX","Offices of the County Executive","CEX 15 Business Advancement Team","M","$130,181","$0","$0","N25"
"FRS","Fire and Rescue Services","FRS 45 Station 3","M","$100,215","$1,396.55","$0","F3"
"REC","Department of Recreation","REC 72 Facilities Division","F","$108,899","$0","$0","21"
"FRS","Fire and Rescue Services","FRS 45 Station 2","M","$95,441","$1,874.75","$0","F2"
"DOT","Department of Transportation","DOT 50 Parking Management Engineering and Capital Project Management","M","$73,804","$1,167.71","$0","12"
"FRS","Fire and Rescue Services","FRS 45 Station 34","M","$78,764","$33,522.99","$0","F3"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$92,820.08","$3,035.52","$0","18"
"ABS","Alcohol Beverage Services","ABS 85 Westwood","M","$74,637","$0","$0","14"
"REC","Department of Recreation","REC 72 Aquatic Team Management","M","$93,048.37","$0","$0","21"
"LIB","Department of Public Libraries","LIB 71 Kensington Park Library","F","$36,896.78","$0","$0","13"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$76,582.63","$0","$0","16"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$83,837","$16,933.76","$0","15"
"ABS","Alcohol Beverage Services","ABS 85 Liquor and Wine Delivery Operations","M","$67,893","$1,963.5","$0","10"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$83,837","$159.53","$0","15"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$65,134","$2,213.86","$0","9"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$108,899","$6,736.35","$0","N21"
"ABS","Alcohol Beverage Services","ABS 85 Kingsview","M","$76,581.04","$2,227.53","$0","14"
"FRS","Fire and Rescue Services","FRS 45 Emergency Communications Center (ECC)","M","$100,215","$15,678.75","$0","F3"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$88,710.61","$17,095.92","$0","T1"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$99,719","$0","$0","19"
"DOT","Department of Transportation","DOT 50 Development Review","M","$130,181","$0","$0","25"
"POL","Department of Police","POL 47 MSB Communications Division","F","$113,213.55","$14,974.39","$0","N23"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311 Call Center","F","$76,986","$1,238.33","$0","13"
"DOT","Department of Transportation","DOT 50 Transportation Technical Center","M","$90,927.98","$15,874.01","$0","18"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$109,248.42","$9,933.66","$0","22"
"COR","Correction and Rehabilitation","COR 42 DS Food Services","M","$90,800.31","$22,757.25","$0","18"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,285.77","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,285.77","$8.25","$0","16"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$89,818.8","$17,569.38","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$104,197","$0","$0","20"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,964.75","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$76,582.63","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$84,054.18","$0","$0","24"
"CUS","Community Use of Public Facilities","CUS 70 Finance and Administrative Support Team","F","$95,458","$0","$0","18"
"DEP","Department of Environmental Protection","DEP 80 Strategic Services Division","M","$130,637.56","$0","$0","N30"
"REC","Department of Recreation","REC 72 Aquatic Team Management","F","$87,522.93","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$104,197","$0","$0","20"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$95,458","$0","$0","18"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$11,616.78","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$85,950.94","$1,573.16","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$33,001.86","$0","T1"
"DEP","Department of Environmental Protection","DEP 80 Monitoring and Planning","M","$119,032","$0","$0","23"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$124,464","$217.86","$3,122.97","24"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$3,603.71","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$17,747.1","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$99,242.61","$61,863.31","$0","T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$14,122.37","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$83,447.51","$915.18","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$4,230.83","$0","T1"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311 Call Center","M","$119,032","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,819.25","$7,907.05","$0","T1"
"ABS","Alcohol Beverage Services","ABS 85 Gaithersburg Square","M","$72,535.91","$834.55","$0","14"
"REC","Department of Recreation","REC 72 Aquatic Team Management","M","$106,719.67","$0","$0","N23"
"LIB","Department of Public Libraries","LIB 71 Marilyn J Praisner Library","F","$38,289.68","$0","$0","13"
"FRS","Fire and Rescue Services","FRS 45 Station 18","M","$92,211","$9,821.28","$0","F2"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$110,232","$48,431.36","$0","F4"
"NDA","Non-Departmental Account","NDA 99 MCERP","M","$208,625","$0","$0","N39"
"FRS","Fire and Rescue Services","FRS 45 Station 16","M","$81,522","$548.82","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 25","M","$100,215","$20,252.53","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 18","M","$93,549","$618.42","$0","F3"
"REC","Department of Recreation","REC 72 Youth Development Youth Services","M","$108,899","$570.53","$0","21"
"FRS","Fire and Rescue Services","FRS 45 Station 6","M","$100,215","$0","$0","F3"
"ABS","Alcohol Beverage Services","ABS 85 Licensure, Regulation and Education","M","$113,837","$0","$0","22"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$169,555","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","M","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$68,069.35","$103.74","$0","16"
"POL","Department of Police","POL 47 FSB Traffic Division Central Traffic Enforcement","M","$115,223","$6,459.97","$0","P4"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$124,464","$1,104.66","$0","24"
"DGS","Department of General Services","DGS 36 Fleet Automotive Heavy Equipment","M","$77,001.38","$1,206.99","$0","18"
"DEP","Department of Environmental Protection","DEP 80 Communications and Public Engagement","F","$98,550.63","$0","$0","23"
"ECM","Ethics Commission","ECM 19 Executive Director","M","$180,672.15","$0","$0","M2"
"POL","Department of Police","POL 47 HQ Office of the Chief","M","$133,078","$2,066.48","$0","A1"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$120,469.73","$0","$0","N25"
"COR","Correction and Rehabilitation","COR 42 DS Health Services","M","$124,464","$0","$0","24"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 1 Security","M","$113,065","$23,001.72","$0","C6"
"LIB","Department of Public Libraries","LIB 71 Davis Library","F","$28,570.15","$0","$0","8"
"LIB","Department of Public Libraries","LIB 71 Rockville Library","F","$35,205.84","$0","$0","13"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$115,223","$5,185.5","$0","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$115,223","$5,009.93","$0","P4"
"POL","Department of Police","POL 47 PSB 5th District Special Assignment Team","M","$115,223","$14,397.13","$0","P4"
"POL","Department of Police","POL 47 PSB 5th District Special Assignment Team","M","$133,078","$44,513.51","$0","A1"
"POL","Department of Police","POL 47 FSB Traffic Division Central Traffic Enforcement","M","$115,223","$12,864.37","$0","P4"
"POL","Department of Police","POL 47 PSB 6th District Patrol","M","$133,078","$4,604.01","$0","A1"
"POL","Department of Police","POL 47 PSB 1st District Special Assignment Team","M","$115,223","$48,300.4","$0","P4"
"POL","Department of Police","POL 47 PSB 2nd District Patrol","M","$115,223","$562.34","$0","P4"
"POL","Department of Police","POL 47 PSB 3rd District Community Operations","F","$115,223","$7,214.28","$5,881.61","P4"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$115,223","$617.69","$0","P4"
"POL","Department of Police","POL 47 PSB 5th District Patrol","M","$120,984","$19,148.58","$0","P5"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$115,223","$9,400.03","$0","P4"
"REC","Department of Recreation","REC 72 Countywide Programs","F","$108,899","$0","$0","21"
"CEC","Community Engagement Cluster","CEC 16 Community Partnerships","F","$51,852.82","$0","$0","23"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$36,902.21","$0","$0","12"
"POL","Department of Police","POL 47 CRB Community Engagement Division Community Engagement Section","M","$128,578","$40,455.32","$0","A1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$52,229.33","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$10,434.79","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$9,265.37","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$89,818.8","$6,132.97","$0","T1"
"ABS","Alcohol Beverage Services","ABS 85 Liquor and WIne Loading","M","$65,123","$1,518.63","$0","13"
"COR","Correction and Rehabilitation","COR 42 PRRS Facility and Security","M","$104,197","$38,686.97","$0","20"
"COR","Correction and Rehabilitation","COR 42 DS MCDC Custody and Security","M","$102,957","$4,483.73","$0","C5"
"LIB","Department of Public Libraries","LIB 71 Connie Morella Library","F","$44,412.3","$0","$0","18"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$75,030.44","$65.1","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,773.69","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,773.2","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,773.2","$169.83","$0","16"
"POL","Department of Police","POL 47 FSB Security Services Division","M","$109,721.98","$27,578.56","$0","N23"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$81,388.34","$2,876.59","$0","15"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,929.96","$169.78","$0","10"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","M","$93,527.55","$11,677.44","$0","18"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$124,464","$2,649.62","$0","N24"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,929.96","$0","$0","10"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,929.96","$0","$0","10"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,929.96","$0","$0","10"
"DOT","Department of Transportation","DOT 50 Transit Special Transportation and Medicaid","F","$108,899","$0","$0","21"
"DGS","Department of General Services","DGS 36 Director","M","$217,359","$0","$0","M1"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$95,458","$0","$0","18"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$108,899","$0","$0","21"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$103,923","$71.45","$0","P4"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,929.99","$0","$0","10"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$108,899","$0","$0","21"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,930.41","$0","$0","10"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$89,819","$3,683.56","$0","T1"
"LIB","Department of Public Libraries","LIB 71 Twinbrook Library","F","$31,287.5","$0","$0","8"
"ABS","Alcohol Beverage Services","ABS 85 Special Order Liquor and Wine Warehouse Operations","M","$78,877.6","$19,481.44","$0","N17"
"CAT","County Attorney's Office","CAT 30 County Attorney's Office","M","$176,054","$0","$0","N32"
"LIB","Department of Public Libraries","LIB 71 Connie Morella Library","F","$25,976.93","$0","$0","13"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$108,443.32","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transportation Construction Section","M","$98,453.85","$783.77","$0","23"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311 Call Center","F","$87,523","$0","$0","16"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311 Call Center","M","$109,722.11","$0","$0","N23"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","M","$123,933.82","$0","$0","24"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$99,719","$7,181.64","$0","19"
"ABS","Alcohol Beverage Services","ABS 85 Special Order Liquor and Wine Warehouse Operations","M","$70,515.15","$4,508.59","$0","13"
"COR","Correction and Rehabilitation","COR 42 MSD Procurement and Contracts","F","$119,032","$0","$0","N23"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","F","$130,181","$152.64","$0","N25"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$82,292.24","$21,446.8","$0","15"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$108,899","$0","$0","21"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$86,548.91","$13,408.61","$0","N17"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$108,899","$0","$0","21"
"LIB","Department of Public Libraries","LIB 71 Marilyn J Praisner Library","F","$29,068.15","$0","$0","8"
"LIB","Department of Public Libraries","LIB 71 Twinbrook Library","F","$87,798.72","$0","$0","N20"
"HCA","Department of Housing and Community Affairs","HCA 76 Finance and Administration Division","F","$194,980","$0","$0","M2"
"CCL","County Council","CCL 01 Council Central Staff","M","$149,112","$0","$0","N28"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$130,181","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$92,036.29","$6,947.54","$0","T1"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$45,701.25","$0","$0","15"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","F","$89,644.35","$0","$0","N21"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$1,012.35","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$19,566.31","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$12,014.84","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$17,392.23","$0","T1"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$86,014.79","$14,651.41","$0","16"
"DPS","Department of Permitting Services","DPS 75 Commercial Electrical and FPS Inspections","M","$119,032","$2,193.14","$0","23"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,930.42","$0","$0","10"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","M","$124,464","$7,027.92","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$119,032","$0","$0","23"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$82,076","$0","$0","18"
"POL","Department of Police","POL 47 MSB Communications Division","F","$99,719","$27,490.26","$0","19"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","M","$81,332.89","$5,936.38","$0","16"
"POL","Department of Police","POL 47 PSB 3rd District Patrol","F","$77,288.5","$0","$0","16"
"POL","Department of Police","POL 47 MSB Communications Division","M","$49,859.5","$10.14","$0","19"
"DPS","Department of Permitting Services","DPS 75 Commercial Electrical and FPS Inspections","M","$119,032","$0","$0","23"
"DPS","Department of Permitting Services","DPS 75 Commercial Bldg/LS/Access/FPS","M","$136,188","$0","$0","26"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$79,367.13","$0","$0","16"
"POL","Department of Police","POL 47 FSB Security Services Division","M","$102,905.75","$1,958.69","$0","N23"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$87,499","$357.61","$0","P4"
"LIB","Department of Public Libraries","LIB 71 Damascus Library","F","$66,793.45","$0","$0","16"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$99,719","$0","$0","19"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$87,759.84","$32,991.27","$0","N21"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$99,719","$0","$0","19"
"DGS","Department of General Services","DGS 36 Fleet Automotive Heavy Equipment","M","$99,719","$0","$0","19"
"DOT","Department of Transportation","DOT 50 Parking Management Parking Operations","F","$67,924.94","$0","$0","11"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$124,049.79","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","M","$96,416.95","$4,774.12","$0","20"
"DPS","Department of Permitting Services","DPS 75 Commercial Electrical and FPS Inspections","M","$119,032","$2,468.95","$0","23"
"CEC","Community Engagement Cluster","CEC 16 Community Partnerships","F","$180,000","$0","$0","EX3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,773.23","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,773.69","$0","$0","16"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$119,032","$7,427.34","$0","23"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","F","$119,032","$18,044.81","$0","N23"
"LIB","Department of Public Libraries","LIB 71 Brigadier General Charles E. McGee Library","F","$25,871.62","$0","$0","8"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,417.33","$9,334.77","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$37,236.78","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$29,796.96","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$89,818.8","$4,765.09","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$83,447.51","$7,688.73","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$19,054.46","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$44,634.73","$0","T1"
"DEP","Department of Environmental Protection","DEP 80 Strategic Services Division","F","$114,318.22","$0","$0","26"
"PIO","Office of Public Information","PIO 23 Cable Programming","F","$119,032","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$92,036.29","$8,771.42","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Director's Office Division","F","$194,980","$0","$0","M2"
"LIB","Department of Public Libraries","LIB 71 Marilyn J Praisner Library","F","$73,477.52","$0","$0","18"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$80,335","$110.88","$0","14"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$87,523","$0","$0","16"
"DGS","Department of General Services","DGS 36 Fleet Management Administration","M","$130,181","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$105,337.06","$3,818.64","$0","22"
"FRS","Fire and Rescue Services","FRS 45 Station 3","M","$110,232","$481.6","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 13","F","$95,441","$1,569.16","$0","F2"
"FIN","Department of Finance","FIN 32 Division of Fiscal Management","F","$169,555","$0","$0","M3"
"FRS","Fire and Rescue Services","FRS 45 Station 34","M","$100,215","$1,517.01","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Emergency Communications Center (ECC)","M","$100,215","$43,703.82","$0","F3"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","M","$87,523","$1,055.57","$0","16"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","M","$120,453.2","$0","$0","24"
"FRS","Fire and Rescue Services","FRS 45 Station 8","M","$110,232","$53,980.18","$0","F4"
"LIB","Department of Public Libraries","LIB 71 Germantown Library","F","$50,551.78","$0","$0","13"
"FRS","Fire and Rescue Services","FRS 45 Field Operations Administration","M","$136,743","$57,549.44","$0","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 3","M","$110,232","$3,275.91","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 9","M","$136,743","$67,554.94","$0","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 6","M","$95,441","$0","$0","F2"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$121,266","$54,163.79","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$121,266","$53,781.65","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 29","M","$110,232","$48,519.41","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$121,266","$19,757.04","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 40","M","$100,215","$100,100.27","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 31","M","$100,215","$45,823.49","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 31","M","$100,215","$67,969.06","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$121,266","$27,951.25","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$121,266","$26,174.45","$0","B1"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","M","$104,197","$0","$0","20"
"FRS","Fire and Rescue Services","FRS 45 Station 25","M","$110,232","$3,279.18","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 40","M","$110,232","$31,080.49","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 35","M","$100,215","$758.51","$0","F3"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$6,115.95","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,417.33","$2,813.25","$0","T1"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$95,273.02","$25,134.88","$0","N18"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$113,837","$2,427.5","$0","N22"
"COR","Correction and Rehabilitation","COR 42 PTS Assessment","F","$105,063.85","$312.99","$0","22"
