X,Y,OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO
-8591994.5341,4734947.2786,5907,S2012150901,15,Montgomery,0,None,Darnestown Rd,CO,7009,  ,1.87,1.09,1.91,Darnestown Rd - Between Hi Wood Dr & Md 28,Shady Grove Rd To Md 28,Urban,4,Minor Arterial,15000CO07009  01EE**************,15000CO07009--1-----,1,West,5,F,0,7.63,60.41,50.38,49.62,5.9264,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150901,,,19710,19751,19692,20203,20594,21095,19800,19801,,,21290,21331,21072,21623,22044,22575,21190,20991,,,,,,,NO ERROR,,,,,,,,,,,5,7.63,60.41,50.38,49.62,N/A,N/A,"19,710","19,751","19,692","20,203","20,594","21,095","19,800","19,801",N/A,N/A,"21,290","21,331","21,072","21,623","22,044","22,575","21,190","20,991",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8561665.8231,4712892.3946,5908,B3279,16,Prince George's,0,None,Annapolis Rd,MD,450,  ,1.72,1.521,3.44,Md450-.20 Mi E Of Md295,Md 295 To Md 410,Urban,4,Minor Arterial,16000MD00450  01EE**************,16000MD00450--1-----,1,East,5,F,1,7.44,64.45,51.31,48.69,25.7347,https://maps.roads.maryland.gov/itms_public/?stationid=B3279,33651,33792,35890,35961,35852,36783,37484,38385,36740,36741,36011,36502,38760,38841,38362,39363,40114,41075,39310,38951,,,,,,,NO ERROR,,,,,,,,,,,5,7.44,64.45,51.31,48.69,"33,651","33,792","35,890","35,961","35,852","36,783","37,484","38,385","36,740","36,741","36,011","36,502","38,760","38,841","38,362","39,363","40,114","41,075","39,310","38,951",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8556964.9958,4755587.4945,5909,S2008130015,13,Howard,0,None,Centennial La,CO,75,  ,3.16,1.72,3.21,Centennial La - .05 Mile North Of Md 108 ,Old Annapolis Rd To Md 108,Urban,4,Minor Arterial,13000CO00075  01SS**************,13000CO00075--1-----,1,South,3,F,0,10.67,66.64,49.22,50.78,5.3254,https://maps.roads.maryland.gov/itms_public/?stationid=S2008130015,11402,9930,9851,9872,9843,10104,10305,9880,9791,9792,12202,10720,10641,10662,10533,10814,11045,10570,10481,10382,,,,,,,NO ERROR,,,,,,,,,,,3,10.67,66.64,49.22,50.78,"11,402","9,930","9,851","9,872","9,843","10,104","10,305","9,880","9,791","9,792","12,202","10,720","10,641","10,662","10,533","10,814","11,045","10,570","10,481","10,382",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8591635.6665,4722148.3397,5910,B150095,15,Montgomery,0,None,Bradley Blvd,MD,191,  ,0.1,0,1.35,Md191-.10 Mi N Of Md190,Md 190 To Seven Locks Rd,Urban,4,Minor Arterial,15000MD00191  01NN**************,15000MD00191--1-----,1,South,2,F,0,10.52,53.43,50.1,49.9,3.6764,https://maps.roads.maryland.gov/itms_public/?stationid=B150095,8581,8330,7270,7291,7272,7463,7614,7805,7460,7461,9181,9000,7850,7871,7782,7993,8154,8355,7980,7911,,,,,,,NO ERROR,,,,,,,,,,,2,10.52,53.43,50.1,49.9,"8,581","8,330","7,270","7,291","7,272","7,463","7,614","7,805","7,460","7,461","9,181","9,000","7,850","7,871","7,782","7,993","8,154","8,355","7,980","7,911",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8555168.7164,4726244.0912,5911,S2010160125,16,Prince George's,0,None,Ramp 4 Fr Md 295 Nb To Powder Mill Rd Eb,RP,295,  ,0.1,0,0.22,Exit 8 Ramp 4 Fr Md 295 Nb To Powder Mill Rd Eb ,Exit 8  Ramp 04 Baltimore Washington Pkwy To Powder Mill Rd,Urban,2,Principal Arterial Other Freeways and Expressways,16000RP00295  02NNMD8         04,16000RP00295--100804,2,North,2,F,0,9.18,100,100,0,0.1327,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160125,1610,1621,1612,1623,1624,1675,1620,1661,1652,1653,1720,1751,1742,1753,1744,1795,1730,1781,1772,1753,,,,,,,NO ERROR,,,,,,,,,,,2,9.18,100,100,0,"1,610","1,621","1,612","1,623","1,624","1,675","1,620","1,661","1,652","1,653","1,720","1,751","1,742","1,753","1,744","1,795","1,730","1,781","1,772","1,753",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8624596.5943,4775903.4757,5912,S1999100054,10,Frederick,0,None,Ramp 7 Fr Ramp 2 (fr Us15) To Mt Zion Rd,RP,15,  ,0.01,0,0.02,Exit 8 Ramp 7 Fr Ramp 2 (fr Us 15 Wb) To Mt Zion Rd Sb,Exit 8  Ramp 07 Ramp 2 Fr Us 15 Wb To Mt Zion Rd Nb To Mt Zion Rd,Urban,2,Principal Arterial Other Freeways and Expressways,10000RP00015  02WWUS8         07,10000RP00015--100807,2,South,1,F,0,8.27,100,0,100,0.0128,https://maps.roads.maryland.gov/itms_public/?stationid=S1999100054,,,1540,1541,1542,1690,1721,1762,1753,1754,,,1630,1651,1642,1790,1841,1892,1883,1864,,,,,,,NO ERROR,,,,,,,,,,,1,8.27,100,0,100,N/A,N/A,"1,540","1,541","1,542","1,690","1,721","1,762","1,753","1,754",N/A,N/A,"1,630","1,651","1,642","1,790","1,841","1,892","1,883","1,864",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8572032.7525,4733297.6318,5913,S2012150649,15,Montgomery,0,None,Notley Rd,CO,78,  ,0.15,0,1.31,Notley Rd - .10 Mile West Of Md 650,New Hampshire Ave To Bonifant Rd,Urban,5,Major Collector,15000CO00078  01WW**************,15000CO00078--1-----,1,East,2,F,0,8.79,58.35,49.48,50.52,2.3482,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150649,,,4560,4571,4562,4683,4774,4895,4910,4911,,,4930,4941,4882,5013,5114,5195,5210,5401,,,,,,,NO ERROR,,,,,,,,,,,2,8.79,58.35,49.48,50.52,N/A,N/A,"4,560","4,571","4,562","4,683","4,774","4,895","4,910","4,911",N/A,N/A,"4,930","4,941","4,882","5,013","5,114","5,195","5,210","5,401",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8538346.0517,4733866.4692,5914,B020047,2,Anne Arundel,0,None,Odenton Rd,CO,4645,  ,0.25,0,0.347,Odenton Rd-.10 Mi W Of Piney Orchard Pkwy,Road End To Piney Orchard Pkwy,Urban,7,Local,02000CO04645  01EE**************,02000CO04645--1-----,1,West,2,F,0,9.64,53.78,51.09,48.91,0.4055,https://maps.roads.maryland.gov/itms_public/?stationid=B020047,3265,2770,2751,2762,2880,2961,3022,3230,3201,3202,3505,2990,2971,2982,3080,3171,3232,3420,3391,3522,46,2541,413,47,120,35,NO ERROR,155,,,0.01436602,0.79356652,0.12898189,0.01467833,0.03747658,0.01093067,0.04840725,2,9.64,53.78,51.09,48.91,"3,265","2,770","2,751","2,762","2,880","2,961","3,022","3,230","3,201","3,202","3,505","2,990","2,971","2,982","3,080","3,171","3,232","3,420","3,391","3,522",46,"2,541",47,413,120,35,155
-8579043.9026,4825262.1782,5915,B1586,6,Carroll,0,None,Littlestown Pike,MD,97,  ,28.28,27.67,28.31,Md97-.10 Mi S Of Pennsylvania St/l,Blacks Schoolhouse Rd To Pa St/l,Rural,4,Minor Arterial,06000MD00097  01NN**************,06000MD00097--1-----,1,North,2,F,3,8.35,78.84,50.37,49.63,1.9695,https://maps.roads.maryland.gov/itms_public/?stationid=B1586,8301,8142,8640,8601,8592,8803,9004,9205,8330,8431,8721,8792,9160,9201,9112,9333,9634,9675,8750,8771,39,6036,1617,30,576,133,NO ERROR,709,,,0.00462579,0.71592931,0.1917922,0.0035583,0.0683193,0.01577512,0.08409441,2,8.35,78.84,50.37,49.63,"8,301","8,142","8,640","8,601","8,592","8,803","9,004","9,205","8,330","8,431","8,721","8,792","9,160","9,201","9,112","9,333","9,634","9,675","8,750","8,771",39,"6,036",30,"1,617",576,133,709
-8543522.5597,4718131.8686,5916,S2012161236,16,Prince George's,13,Bowie,Trinity Dr,MU,3000,  ,0.34,0,0.36,Trinity Dr - Between Md 450 & Traymore La,Belair Dr To Annapolis Rd,Urban,6,Minor Collector,16013MU03000  01NN**************,16013MU03000--1-----,1,North,2,F,0,10.8,54.96,52.3,47.7,0.4272,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161236,,,3210,3221,3212,3303,3374,3465,3250,3251,,,3470,3481,3442,3533,3614,3675,3450,3581,,,,,,,NO ERROR,,,,,,,,,,,2,10.8,54.96,52.3,47.7,N/A,N/A,"3,210","3,221","3,212","3,303","3,374","3,465","3,250","3,251",N/A,N/A,"3,470","3,481","3,442","3,533","3,614","3,675","3,450","3,581",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8643516.1141,4803222.5287,5917,B4020,21,Washington,0,None,Mapleville Rd,MD,66,  ,3.95,2.88,4.25,Md66-.30 Mi S Of Us40,San Mar Rd To Us 40,Urban,5,Major Collector,21000MD00066  01NN**************,21000MD00066--1-----,1,North,2,F,0,8.98,50.35,49.61,50.39,3.6764,https://maps.roads.maryland.gov/itms_public/?stationid=B4020,7012,6480,6491,6462,6463,6624,6775,7300,7261,7352,7362,7000,6881,6912,6853,7024,7265,7740,7701,7792,32,5343,1384,52,368,173,NO ERROR,541,,,0.00435256,0.72674102,0.1882481,0.00707291,0.05005441,0.02353101,0.07358542,2,8.98,50.35,49.61,50.39,"7,012","6,480","6,491","6,462","6,463","6,624","6,775","7,300","7,261","7,352","7,362","7,000","6,881","6,912","6,853","7,024","7,265","7,740","7,701","7,792",32,"5,343",52,"1,384",368,173,541
-8785087.4588,4813124.1959,5918,B0507,1,Allegany,0,None,New Georges Creek Rd,MD,36,  ,15.25,15.05,16.53,Md36-.10 Mi N Of Is68,Is 68 To Us 40al,Urban,4,Minor Arterial,01000MD00036  01NN**************,01000MD00036--1-----,1,South,3,F,0,8.62,51.29,47.58,52.42,4.8478,https://maps.roads.maryland.gov/itms_public/?stationid=B0507,8850,8390,8321,8342,8323,8670,8841,9052,8973,8974,9470,9060,8991,9012,8913,9280,9461,9692,9603,9514,39,7016,1531,62,258,68,NO ERROR,326,,,0.00434589,0.78181413,0.17060397,0.00690885,0.02874972,0.00757745,0.03632717,3,8.62,51.29,47.58,52.42,"8,850","8,390","8,321","8,342","8,323","8,670","8,841","9,052","8,973","8,974","9,470","9,060","8,991","9,012","8,913","9,280","9,461","9,692","9,603","9,514",39,"7,016",62,"1,531",258,68,326
-8650778.7415,4815211.532,5919,B210022,21,Washington,73,Hagerstown,Fairground Ave,MU,780,  ,0.17,0.14,0.24,Fairground Ave-between N. Locust St & Potomac Ave(one Way Wb),Locust St To Potomac Ave,Urban,6,Minor Collector,21073MU00780  01WW**************,21073MU00780--1-----,1,West,1,F,0,10.85,100,0,100,0.172,https://maps.roads.maryland.gov/itms_public/?stationid=B210022,5122,5140,5101,5112,4850,4981,5082,4750,4711,4712,5482,5550,5511,5522,5190,5331,5442,5080,5041,5002,26,3975,605,12,75,19,NO ERROR,94,,,0.00551783,0.84359083,0.12839559,0.00254669,0.01591681,0.00403226,0.01994907,1,10.85,100,0,100,"5,122","5,140","5,101","5,112","4,850","4,981","5,082","4,750","4,711","4,712","5,482","5,550","5,511","5,522","5,190","5,331","5,442","5,080","5,041","5,002",26,"3,975",12,605,75,19,94
-8582094.335,4719309.5459,5920,S2012150744,15,Montgomery,0,None,Montgomery La,CO,367,  ,0.11,0,0.13,Montgomery La - Between Md 355 & East La,Woodmont Ave To Wisconsin Ave,Urban,5,Major Collector,15000CO00367  01EE**************,15000CO00367--1-----,1,East,2,F,0,8.95,100,100,0,0.5279,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150744,,,10470,10491,10462,10733,10944,11215,11115,11125,,,11310,11331,11192,11483,11714,11895,11785,12245,,,,,,,NO ERROR,,,,,,,,,,,2,8.95,100,100,0,N/A,N/A,"10,470","10,491","10,462","10,733","10,944","11,215","11,115","11,125",N/A,N/A,"11,310","11,331","11,192","11,483","11,714","11,895","11,785","12,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8556859.1722,4749042.6384,5921,S2010130045,13,Howard,0,None,Ramp 4 Fr Us 29 Nb To Shaker Dr Sb,RP,29,  ,0.05,0.04,0.055,Exit 17 Ramp 4 Fr Us 29 Nb To Shaker Dr ,Exit 17 Ramp 04 Ramp 1 Fr Ramp 4 Nb To Shaker Dr Sb To Shaker Dr,Urban,2,Principal Arterial Other Freeways and Expressways,13000RP00029  02NNUS17        04,13000RP00029--101704,2,North,1,F,0,9.77,100,100,0,0.0157,https://maps.roads.maryland.gov/itms_public/?stationid=S2010130045,2500,2511,2492,2503,2504,2575,2820,2891,2872,2873,2680,2711,2692,2703,2684,2765,3020,3091,3072,3053,,,,,,,NO ERROR,,,,,,,,,,,1,9.77,100,100,0,"2,500","2,511","2,492","2,503","2,504","2,575","2,820","2,891","2,872","2,873","2,680","2,711","2,692","2,703","2,684","2,765","3,020","3,091","3,072","3,053",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8514763.0658,4714308.5752,5922,B020028,2,Anne Arundel,0,None,Bay Ridge Rd,CO,2930,  ,0.2,0,0.52,Bay Ridge Rd-.20 Mi E Of Bay Ridge Ave/hillsmere Dr,Hillsmere Dr To Arundel On The Bay Rd,Urban,4,Minor Arterial,02000CO02930  01SS**************,02000CO02930--1-----,1,East,4,C,0,7.89,55.46,50.11,49.89,6.0717,https://maps.roads.maryland.gov/itms_public/?stationid=B020028,29660,29781,29542,28460,28381,29122,30870,31611,31332,31990,31740,32161,31912,30740,30371,31162,33030,33821,33532,33910,45,27504,3515,66,764,96,NO ERROR,860,,,0.00140669,0.85976868,0.10987809,0.00206314,0.02388246,0.00300094,0.0268834,4,7.89,55.46,50.11,49.89,"29,660","29,781","29,542","28,460","28,381","29,122","30,870","31,611","31,332","31,990","31,740","32,161","31,912","30,740","30,371","31,162","33,030","33,821","33,532","33,910",45,"27,504",66,"3,515",764,96,860
-8579942.768,4738093.7068,5923,S2012151313,15,Montgomery,0,None,Ramp 4 Fr Md 97 Nb To Md 200 Eb,RP,200,  ,0.06,0,0.452,Exit 9 Ramp 4 Fr Md 97 Nb To Md 200 Eb,Exit 8  Ramp 04 Md 97 Nb To Md 200 Eb,Urban,2,Principal Arterial Other Freeways and Expressways,15000RP00200  02NNMD8         04,15000RP00200--100804,2,East,1,F,0,9.44,100,100,0,0.2466,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151313,,,1380,1381,1382,1423,1454,1495,1485,1495,,,1490,1491,1482,1523,1564,1605,1595,1595,,,,,,,NO ERROR,,,,,,,,,,,1,9.44,100,100,0,N/A,N/A,"1,380","1,381","1,382","1,423","1,454","1,495","1,485","1,495",N/A,N/A,"1,490","1,491","1,482","1,523","1,564","1,605","1,595","1,595",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8573375.9015,4719040.9566,5924,B2854,15,Montgomery,0,None,Piney Branch Rd,MD,320,  ,0.28,0,0.39,Md320-.10 Mi S Of Md410,Washington Dc/l To Md 410,Urban,4,Minor Arterial,15000MD00320  01NN**************,15000MD00320--1-----,1,North,3,F,1,8.85,61.37,49.68,50.32,1.9834,https://maps.roads.maryland.gov/itms_public/?stationid=B2854,13180,13231,13132,13163,13124,13475,13730,14061,13932,13933,14100,14291,14182,14223,14044,14425,14690,15051,14912,14773,,,,,,,NO ERROR,,,,,,,,,,,3,8.85,61.37,49.68,50.32,"13,180","13,231","13,132","13,163","13,124","13,475","13,730","14,061","13,932","13,933","14,100","14,291","14,182","14,223","14,044","14,425","14,690","15,051","14,912","14,773",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8537057.989,4723813.8938,5925,S2011020781,2,Anne Arundel,0,None,Duke Of Kent Dr                         ,CO,2639,  ,0.08,0,0.26,Duke Of Kent Dr - .10 Mile South Of Md 424,Davidsonville Rd To Crofton Pkwy,Urban,6,Minor Collector,02000CO02639  01SS**************,02000CO02639--1-----,1,North,2,F,0,11.83,57.27,48.62,51.38,0.5629,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020781,,5930,5881,5892,5873,6034,6155,5980,5931,5932,,6400,6351,6362,6283,6464,6605,6340,6291,6532,,,,,,,NO ERROR,,,,,,,,,,,2,11.83,57.27,48.62,51.38,N/A,"5,930","5,881","5,892","5,873","6,034","6,155","5,980","5,931","5,932",N/A,"6,400","6,351","6,362","6,283","6,464","6,605","6,340","6,291","6,532",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8529375.6313,4781044.3559,5926,B1104,3,Baltimore,0,None,Balto Beltway,IS,695,  ,20,19.48,20.5,Is695-.50 Mi S Of Md45,Md 139 To Md 45,Urban,1,Interstate,03000IS00695  01NN**************,03000IS00695--1-----,1,North,7,F,2,7.22,52.23,51.08,48.92,57.6026,https://maps.roads.maryland.gov/itms_public/?stationid=B1104,164950,165121,165952,164930,164771,168732,159100,162921,153640,154721,174850,175031,175912,174830,173011,177172,167060,169441,159790,160911,225,125654,16156,948,5714,6024,NO ERROR,11738,,,0.00145423,0.81213281,0.10442021,0.00612716,0.03693099,0.0389346,0.07586559,7,7.22,52.23,51.08,48.92,"164,950","165,121","165,952","164,930","164,771","168,732","159,100","162,921","153,640","154,721","174,850","175,031","175,912","174,830","173,011","177,172","167,060","169,441","159,790","160,911",225,"125,654",948,"16,156",5714,6024,11738
-8659387.4176,4810942.5045,5927,S2010210052,21,Washington,0,None,Ramp 10 Fr Is 70 Eb To Is 70 Eb,RP,70,  ,0.05,0,0.11,Exit 26 Ramp 10 Fr Is 70 Eb To Is 70 Eb (west Of Ramp 6),Exit 26 Ramp 10 Eisenhower Memorial Hwy To Ramp 6 Fr Ramp 10 To Ramp 11(to Is81 Sb),Urban,1,Interstate,21000RP00070  02EEIS26        10,21000RP00070--102610,5,East,1,F,0,6.55,100,100,0,0.3909,https://maps.roads.maryland.gov/itms_public/?stationid=S2010210052,8920,8931,8982,9063,9054,9275,9485,9715,9665,9735,9460,9471,9522,9613,9514,9745,9965,10105,10055,10125,,,,,,,NO ERROR,,,,,,,,,,,1,6.55,100,100,0,"8,920","8,931","8,982","9,063","9,054","9,275","9,485","9,715","9,665","9,735","9,460","9,471","9,522","9,613","9,514","9,745","9,965","10,105","10,055","10,125",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8562227.6436,4695623.5138,5928,S2000160239,16,Prince George's,0,None,Ramp 4 Fr Md 5 Nb To Is 95 Nb,RP,95,  ,0.1,0,0.256,Exit 7 Ramp 4 Fr Md 5 Nb To Is 95 Eb,Exit 7  Ramp 04 Branch Ave To Capital Beltway,Urban,1,Interstate,16000RP00095  02NNIS7         04,16000RP00095--100704,2,East,1,F,0,6.11,100,100,0,2.4363,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160239,23800,23821,23942,24163,24144,24725,25430,26041,25892,26073,25230,25251,25382,25613,25354,25965,26700,27081,26932,27123,,,,,,,NO ERROR,,,,,,,,,,,1,6.11,100,100,0,"23,800","23,821","23,942","24,163","24,144","24,725","25,430","26,041","25,892","26,073","25,230","25,251","25,382","25,613","25,354","25,965","26,700","27,081","26,932","27,123",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8613651.6116,4779555.9449,5929,S2007100018,10,Frederick,0,None,Ramp 6 Fr Is 70 Eb To Md 144fa,RP,70,  ,0.09,0.08,0.11,Exit 56 Ramp 6 Fr Is 70 Eb To Md 144fa,Exit 56 Ramp 06 Ramp 3 Fr Ramp 6 (fr Is 70) To Md 144fa To Old National Pike,Urban,1,Interstate,10000RP00070  02SSIS56        06,10000RP00070--105606,2,South,1,C,0,9.97,100,0,100,0.0723,https://maps.roads.maryland.gov/itms_public/?stationid=S2007100018,5983,5994,6025,5760,5751,5892,6023,6174,6145,6600,6343,6354,6395,6110,6041,6192,6323,6424,6395,6860,,,,,,,NO ERROR,,,,,,,,,,,1,9.97,100,0,100,"5,983","5,994","6,025","5,760","5,751","5,892","6,023","6,174","6,145","6,600","6,343","6,354","6,395","6,110","6,041","6,192","6,323","6,424","6,395","6,860",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8534939.322,4792745.6913,5930,S1998030071,3,Baltimore,0,None,Ramp 6 Fr Shawan Rd Eb To Is 83 Sb,RP,83,  ,0.05,0,0.09,Exit 20 Ramp 6 Fr Shawan Rd Eb To Is 83 Sb,Exit 20 Ramp 06 Shawan Rd To Ramp 9 Fr Shawan Rd To Ramp 6 (to Is 83),Urban,1,Interstate,03000RP00083  02SSIS20        06,03000RP00083--102006,2,South,1,C,0,12.49,100,0,100,0.1077,https://maps.roads.maryland.gov/itms_public/?stationid=S1998030071,2810,2811,2832,2740,2741,2812,2873,2944,2935,3280,2980,2981,3002,2900,2881,2952,3023,3064,3055,3410,,,,,,,NO ERROR,,,,,,,,,,,1,12.49,100,0,100,"2,810","2,811","2,832","2,740","2,741","2,812","2,873","2,944","2,935","3,280","2,980","2,981","3,002","2,900","2,881","2,952","3,023","3,064","3,055","3,410",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8588662.5075,4729946.7901,5931,S2001150114,15,Montgomery,0,None,Ramp 1 Fr Is 270 Nb To Md 927 Wb,RP,270,  ,0.1,0,0.26,Exit 4 Ramp 1 Fr Is 270 Nb To Md 927 Wb (montrose Rd),Exit 4  Ramp 01 Eisenhower Memorial Hwy To Montrose Rd,Urban,1,Interstate,15000RP00270  02NNIS4         01,15000RP00270--100401,2,North,1,F,0,8.54,100,100,0,0.4244,https://maps.roads.maryland.gov/itms_public/?stationid=S2001150114,3805,4160,4181,4222,4223,4570,4671,4470,4441,4472,4005,4410,4431,4482,4433,4800,4911,4650,4621,4652,,,,,,,NO ERROR,,,,,,,,,,,1,8.54,100,100,0,"3,805","4,160","4,181","4,222","4,223","4,570","4,671","4,470","4,441","4,472","4,005","4,410","4,431","4,482","4,433","4,800","4,911","4,650","4,621","4,652",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8617920.8296,4811566.2608,5932,S2010100033,10,Frederick,0,None,Ramp 1 Fr Us 15 Nb To Md 77 Wb,RP,15,  ,0.22,0.21,0.23,Exit 29 Ramp 1 Fr Us 15 Nb To Md 77 Wb,Exit 29 Ramp 01 Ramp 4 Fr Ramp 1 (fr Us 15) To Md 77 Eb To W Main St,Urban,2,Principal Arterial Other Freeways and Expressways,10000RP00015  02NNUS29        01,10000RP00015--102901,2,North,1,F,0,16.63,100,100,0,0.0029,https://maps.roads.maryland.gov/itms_public/?stationid=S2010100033,810,811,812,813,814,845,390,401,402,403,870,881,882,883,874,905,420,431,432,433,,,,,,,NO ERROR,,,,,,,,,,,1,16.63,100,100,0,810,811,812,813,814,845,390,401,402,403,870,881,882,883,874,905,420,431,432,433,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8544401.5004,4717726.5868,5933,B3172,16,Prince George's,0,None,Laurel Bowie Rd,MD,197,  ,3.18,1.65,3.28,Md197-.10 Mi N Of Md450b,Is 595/us 50 To Md 450,Urban,4,Minor Arterial,16000MD00197  01NN**************,16000MD00197--1-----,1,South,4,F,0,8,52.52,51.5,48.5,18.9206,https://maps.roads.maryland.gov/itms_public/?stationid=B3172,28920,29041,28812,30230,33030,33891,34542,32090,31801,31802,30940,31361,31122,32650,35340,36261,36962,34340,34031,33712,344,27732,2761,244,525,196,NO ERROR,721,,,0.01081693,0.87202063,0.08681844,0.00767247,0.0165084,0.00616313,0.02267153,4,8,52.52,51.5,48.5,"28,920","29,041","28,812","30,230","33,030","33,891","34,542","32,090","31,801","31,802","30,940","31,361","31,122","32,650","35,340","36,261","36,962","34,340","34,031","33,712",344,"27,732",244,"2,761",525,196,721
-8543206.5675,4720308.654,5934,B160024,16,Prince George's,13,Bowie,Chapel Forge Dr,MU,410,  ,0.31,0,0.36,Chapel Forge Dr-between Old Chapel Rd & Craft La,Cherrywood La To Old Chapel Rd,Urban,5,Major Collector,16013MU00410  01NN**************,16013MU00410--1-----,1,South,3,F,0,11.32,56.07,43.9,56.1,0.2578,https://maps.roads.maryland.gov/itms_public/?stationid=B160024,3365,3000,2981,2992,1750,1801,1842,1980,1961,1962,3605,3240,3221,3232,1870,1931,1972,2100,2081,2162,11,1640,260,0,40,11,NO ERROR,51,,,0.00560652,0.83588175,0.13251784,0,0.02038736,0.00560652,0.02599388,3,11.32,56.07,43.9,56.1,"3,365","3,000","2,981","2,992","1,750","1,801","1,842","1,980","1,961","1,962","3,605","3,240","3,221","3,232","1,870","1,931","1,972","2,100","2,081","2,162",11,"1,640",0,260,40,11,51
-8487375.8797,4791758.3006,5935,B2440,12,Harford,0,None,J F K Memorial Hwy,IS,95,  ,8.23,7.74,12.17,Is95-.50 Mi N Of Md543,Md 543 To Md 22,Urban,1,Interstate,12000IS00095  01NN**************,12000IS00095--1-----,1,North,6,F,6,6.92,53.57,48.74,51.26,171.5972,https://maps.roads.maryland.gov/itms_public/?stationid=B2440,96951,95112,95403,104435,104545,101100,103221,105492,104863,106124,102771,100822,101133,100052,109775,93012,108381,110772,110113,110374,183,73460,12693,1876,4921,12991,NO ERROR,17912,,,0.0017244,0.69220911,0.11960537,0.01767743,0.04637028,0.1224134,0.16878369,6,6.92,53.57,48.74,51.26,"96,951","95,112","95,403","104,435","104,545","101,100","103,221","105,492","104,863","106,124","102,771","100,822","101,133","100,052","109,775","93,012","108,381","110,772","110,113","110,374",183,"73,460","1,876","12,693",4921,12991,17912
